reason,question,answer
a_len,"금호타이어 2024년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",ichibah@kumhotire.com ichih@kumhotire.com ichih@kumhotire.com
low_grounding:0.000,"금호타이어 2024년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년도/년
invalid_answer,"금호타이어 2024년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",제공된 자료 기준으로 확인되는 항목이 없습니다. 질문을 더 구체화하거나 top_k를 늘려보세요.
invalid_answer,"금호타이어 2024년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",제공된 자료 기준으로 확인되는 항목이 없습니다. 질문을 더 구체화하거나 top_k를 늘려보세요.
low_grounding:0.000,"한온시스템 2022년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","한온시스템의 ESG 경영체제를 정의하기 위한 핵심 요소로서, ESG는 한온시스템의 지배구조와 경영방식을 구성하는 한온시스템의 핵심 가치입니다. 한온시스템의 ESG 경영체제는 기후변화 대응, 사회적 책임 및 지배구조 등 ESG 관련 핵심 요소를 기반으로 구축되었습니다. ESG는 한온시스템의 지배구조와 경영방식을 구성하는 한온시스템의 핵심 가치입니다. 한온시스템의 ESG 경영체제는 기후변화 대응, 사회적 책임 및 지배구조 등 ESG 관련 핵심 요소를 기반으로 구축되었습니다. 한온시스템의 ESG 경영체제는 기후변화 대응, 사회적 책임 및 지배구조 등 ESG 관련 핵심 요소를 기반으로 구축되었습니다. 한온시스템의 ESG 경영체제는 기후변화 대응, 사회적 책임 및 지배구조 등 ESG 관련 핵심 요소를 기반으로 구축되었습니다. 한온시스템의 ESG 경영체제는 기후변화 대응, 사회적 책임 및 지배구조 등 ESG 관련 핵심 요소를 기반으로 구축되었습니다. 한온시스템의 ESG 경영체제는 기후변화 대응, 사회적 책임 및 지배구조 등 ESG 관련 핵심 요소를 기반으로 구축되었습니다. 한온시스템의 ESG 경영체제는"
a_len,"한온시스템 2022년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",한온시스템의 ESG 경영 및 지속가능경영
a_len,"한온시스템 2022년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",한온시스템은 지속가능경영보고서에 다음의 내용을 포함시키고자 합니다.
invalid_answer,"한온시스템 2022년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",제공된 자료 기준으로 확인되는 항목이 없습니다. 질문을 더 구체화하거나 top_k를 늘려보세요.
low_grounding:0.041,"한온시스템 2022년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","한온시스템은 기후변화 관련 리스크 및 기회를 관리하기 위한 조직의 ageirophic strategy을 수립하여 운영하고 있습니다.당사는 전사 리스크 관리 프로세스를 통해 기후 관련 리스크 및 기회를 ageirophic strategy에 포함하여 운영하고 있습니다. 또한, 당사는 전 세계에서 운영되는 생산 공장을 대상으로 ISO 14001, ISO 45001 등의 ageirophic 표준을 준수하는 통합관리시스템을 구축하여 운영하고 있습니다.당사의 기후 관련 리스크 및 기회에 대한 관리 프로세스는 다음과 같습니다.회사의 기후 관련 리스크 및 기회를 파악하기 위해 회사는 기후 변화 관련 리스크 및 기회를 정의하고 측정하는 방법론을 사용하여 리스크 및 기회를 식별합니다.기후 변화 관련 리스크 및 기회를 관리하기 위해 조직은 리스크 및 기회를 ageirophic strategy에 포함하여 운영합니다. 리스크 및 기회에 대해 ageirophic strategy을 수립하면 조직은 조직의 리스크 및 기회를 반영하는 전략 및 목표를 수립합니다. 조직은 기후 변화 관련 리스크 및 기회를 관리하기 위한 전사"
low_grounding:0.099,한온시스템 2022년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.,"한온시스템은 기후변화와 관련된 리스크와 기회를 평가하고 관리하기 위한 절차를 설명했습니다. 이 절차는 조직이 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스를 설명했습니다. 조직은 Scope 1, Scope 2, 그리고 해당되는 경우 Scope 3 온실가스(GHG) 배출량 및 관련 위험을 공개했습니다. 조직은 기후 변화와 관련된 위험과 기회 및 목표 대비 성과를 관리하기 위해 조직에서 사용하는 목표를 설명했습니다. 이 ESG 공시를 통해 한온시스템은 회사가 기후변화와 관련된 리스크와 기회를 평가하고 관리하기 위해 필요한 정보를 제공했습니다.[한온시스템 2023 p.114] 114ategorizations.pdf"
a_len,"한온시스템 2022년 리스크관리(RM-2)에 대해 모든 섹터에 대한 지침 조직은 기후 위험을 완화, 전가, 수용 또는 통제하기 위한 의사 결정 방법을 포함하여 기후 변화와 관련된 위험을 관리하는 프로세스를 설명해야 합니다. 또한 조직은 중요성 결정이 조직 내에서 이루어지는 방법을 포함하여 기후 변화와 관련된 위험의 우선순위 결정을 위한 프로세스를 설명해야 합니다. 기후 변화와 관련된 위험을 관리하는 프로세 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))
low_grounding:0.000,"한온시스템 2022년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","1) 한온시스템은 기후변화에 관한  ary리스크 관리를 위해 전사적으로  ary환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S) age관련 이슈에 대한 이해관계자의 중대성을 고려하여 운영됩니다. 회사는 age환경, 보건 및 안전(EH&S"
low_grounding:0.000,"한온시스템 2022년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","감축목표 설정을 위한 검증자료로는 에너지효율등급이나  age에 따른 배출계수를 활용한 지표를 제시하기도 합니다.  age에 따른 배출계수를 활용한 지표는 환경에 미치는 영향을 정량적으로 평가하는 데 한계가 있다고 생각합니다.  age에 따른 배출계수를 활용한 지표를 활용한 감축목표 설정에 있어서는 기후변화에 따른 위험 및 기회에 대한  age에 따른 배출계수의 활용을 고려해 볼 수 있을 것입니다.  age에 따른 배출계수의 활용은 환경에 미치는 영향을 정량적으로 평가하는 데 한계가 있다고 생각합니다.  age에 따른 배출계수의 활용은 기후변화에 따른 위험 및 기회에 대한 조직의 노출 정도를 보여주는 지표가 될 수 있으나, 온실가스 배출량의 측정 및 저감을 위한 구체적인 목표 설정에 있어 age에 따른 배출계수의 활용이 기여할 수 있는지에 대해서는 추가적인 검증이 필요하다고 생각합니다.  age에 따른 배출계수의 활용은 환경에 미치는 영향을 정량적으로 평가하는 데 한계가 있다고 생각합니다.  age에 따른 배출계수의 활용"
low_grounding:0.046,"한온시스템 2022년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","한온시스템은 기후변화에 대응하기 위해 여러 가지 노력을 기울이고 있습니다. 한온시스템은 탄소배출권거래제 등 기후변화에 대응하기 위한 노력과 더불어 지속가능경영을 위해 다양한 노력을 기울이고 있습니다. 한온시스템은 기후 변화에 대한 대응을 위해 여러 가지 노력을 기울이고 있으며, 그 예로 다음과 같은 노력을 하고 있습니다. 1. 기후변화 관련 리스크 관리 및 완화를 위한 노력2. 기후변화 관련 위험 및 기회에 대한 사례 연구3. 기후변화 관련 주요 리스크를 식별하고 관리하기 위한 노력4. 기후변화 관련 위험을 평가하고 관리하기 위한 노력5. 기후변화 관련 리스크를 완화하기 위한 노력6. 기후변화 관련 위험을 완화하기 위한 노력7. 기후변화 관련 리스크와 관련된 의사결정을 지원하기 위한 노력8. 기후변화 관련 위험 및 기회에 대한 사례 연구9. 기후변화 관련 위험 및 기회에 대한 사례 연구10. 기후변화 관련 리스크에 대한 지속 가능성 평가11. 기후변화 관련 위험 및 기회에 대한 사례 연구12. 기후변화 관련 위험 및 기회에 대한 사례 연구13. 기후변화 관련 리스크와 관련된 재무적 영향을 고려"
a_len,"한온시스템 2023년 거버넌스(GOV-1)에 대해 모든 섹터에 대한 지점 기후 변화와 관련된 이슈에 대한 사회의 감독을 기술함에 있어서 조직은 다음에 대한 논의를 포함시키는 것을 고려해야 합니다. -이사회 및 또는 운영위원회( 예: 감사, 위험 또는 기타 위원회)가 기후 변화와 관련된 이슈에 관해 통보 받는 프로세스 및 빈도 -이사회 및 또는 운영위원회가 조직의 성과 목표 설정, 이행 및 성과 모니터링 , 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))
low_grounding:0.000,"한온시스템 2023년 거버넌스(GOV-2)에 대해 모든 섹터에 대한 지침 기후 변화와 관련된 이슈의 평가 및 관리와 관련된 경영진의 역할을 설명할 때, 조직은다음 정보를 고려해야 합니다 — 조직이 관리 수준의 직위 또는 위원회에 기후 변화와 관련된 책임올 부여했는지, 만약그렇다면, 그러한 관리직 또는 위원회가 이사회 또는 운영위권회에 보고하는지 여부와 그러한 책임이 기후 변화와 관련된 이슈의 평가 및 또는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","- 한글 또는 영어로 작성한 답변- 한온시스템의 연도별 지속가능경영보고서에 근거하여 작성한 답변- 근거에 없는 내용을 작성하면 ""근거 없음""으로 표시되거나 해당 페이지를 삭제하는 등의 제재를 받을 수 있으니 참고하시기 바랍니다.- icsga.com 사이트에 등록된 답변은 회사 연도에 근거한 답변으로 한온시스템의 지속가능경영보고서에 근거한 답변이 아닙니다. - icsga.com 사이트에 등록된 답변은 회사 연도에 근거한 답변으로 한온시스템의 지속가능경영보고서에 근거한 답변이 아닙니다. - 한온시스템의 지속가능경영보고서는 당사 홈페이지를 통해 확인할 수 있습니다. - 한온시스템의 지속가능경영보고서에 근거한 답변은 회사 연도에 근거한 답변으로 한온시스템의 지속가능경영보고서에 근거한 답변이 아닙니다.- 한온시스템의 지속가능경영보고서에 근거한 답변은 당사 연도에 근거한 답변으로 한온시스템의 지속가능경영보고서에 근거한 답변이 아닙니다.- 한온시스템의 지속가능경영보고서에 근거한 답변은 한온시스템의 지속가능경영보고서에 근거한 답변으로 한온시스템의"
invalid_answer,"한온시스템 2023년 전략(STRAT-1)에 대해 모든 섹터에 지침 조직은 다음 정보를 제공해야 합니다 - 조직의 자산 또는 기반 시설의 유용한 수명과 기후 변화와 관련된 이슈가 중장기에 걸쳐 종종 나타나는 사실을 고려하여, 관련 단기, 중기 및 장기간의 시간 주기로 생각하는 것에 대한 설명 - 조직에 중대한 재무적 영향을 미칠 수 있는 각 시간 주기( 단기, 중기 및 장기)에 대한 구체적인 기후 변화와 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",제공된 자료 기준으로 확인되는 항목이 없습니다. 질문을 더 구체화하거나 top_k를 늘려보세요.
low_grounding:0.089,"한온시스템 2023년 전략(STRAT-2)에 대해 모든 섹터에 지침 권장된 정보 공개 (a)를 바탕으로 확인된 기후 변화와 관련된 이슈가 조직의 사업, 전략 및 재무 계획에 어떻게 영향을 미쳤는지에 대해 논의해야 합니다. 조직은 다음 영역에서 사업 및 전략에 미치는 영향을 포함하는 것을 고려해야 합니다. - 제품 및 서비스 - 공급망 및/또는 가치 사슬 - 조정 및 완화 활동 - 연구 개발 투자 - 운영 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","기후변화 관련 리스크와 기회를 관리하기 위한 조직의 노력은 아래와 같은 방법으로 평가됩니다. 1. 기후변화 관련 리스크와 기회를 평가하는 데 사용되는 주요 지표(1) 온실가스 배출량 및 관련 리스크환경부, 한국환경공단, 국가기후데이터센터, 세계기상기구 등에서 제공하는 icsms(기후변화에 관한 정부 간 협의체)의 국가 온실가스 통계(2) 온실가스 감축 목표(3) 감축 목표의 이행 여부2. 기후변화 관련 리스크와 기회를 평가하는 데 사용되는 주요 지표(1) 기후변화 관련 리스크환경부, 한국환경공단, 국가기후데이터센터, 세계기상기구 등에서 제공하는 icsms(기후변화에 관한 정부 간 협의체)의 국가 온실가스 통계(2) 온실가스 감축 목표(3) 감축 목표의 이행 여부3. 기후변화 관련 리스크와 기회를 평가하는 데 사용되는 주요 지표(1) 기후변화 관련 리스크환경부, 한국환경공단, 국가기후데이터센터, 세계기상기구 등에서 제공하는 icsms(기후변화에 관한 정부 간 협의체)의 국가 온실가스 통계(2) 온실가스 감축 목표(3) 감축 목표의 이행 여부4."
invalid_answer,"한온시스템 2023년 전략(STRAT-3)에 대해 모든 섹터에 대한 지침 조직은 2°C 이하의 시나리오 및 조직과 관련이 있는 경우, 물리적 기후 변화와 관련된 위험 증가와 일관된 시나리오와 일치하는 저탄소 경제로의 전환을 고려하여 기후 변화와 관련된 리스크와 기회에 대한 전략이 얼마나 탄력적인지를 설명해야합니다. 조직은 다음 사항의 논의를 고려해야 합니다. -조직의 전략이 기후 변화와 관련된 리스크 및 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","(출처: 회사 연도 p.페이지) 표기태희- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거에 없으면 ""제공된 자료 기준으로 확인되지 않습니다.""라고 말하기태지- 근거"
a_len,한온시스템 2023년 리스크관리(RM-1)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별하고 평가하기 위한 위험 관리 프로세스를 설명해야 합니다 이 설명의 중요한 측면은 조직이 다른 위험과 관련하여 기후 변화와 관련된 위험의 상대적 중요성을 결정하는 방법입니다. 조작은 기후 변화와 관련된 현존 하거나 새로 등장하는 규제 요건 (예: 배출량 제한) 및 고려되는 기타 관련 요인을 고려해 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.,2
low_grounding:0.000,"한온시스템 2023년 리스크관리(RM-3)에 대해 모든 섹터에 대한 지침 조직은 기후 변화와 관련된 위험을 식별, 평가 및 관리하는 프로세스가 그들의 전반적인 리스크 관리에 어떻게 통합되는지 설명해야 합니다. 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","1) 온실가스 배출량 감축(감축)을 위해 필요한 추가 비용을  환경을 위해 회사가 감당할 수 있는 수준인지 여부를 결정하는 것은 회사의 전략에 영향을 미칠 수 있으므로, 회사의 온실가스 배출량 감축 목표치를 정량적, 정성적으로 제시하는 것이 중요하다. 또한, 회사는 온실가스 배출량 감축목표를 달성하기 위해 온실가스 배출량을 줄이는 기술을 개발하고, 에너지 효율성을 높이기 위한 방안을 마련해야 한다. 감축 목표는 기후변화에 대한 경영진의 인식, 회사의 기후변화 대응전략 등에 영향을 받는다. 따라서, 경영진이 직접 나서서 감축 목표를 설정하고, 관련 조직 및 이해관계자에게 목표 달성 의지를 표명하는 것이 중요하다. 또한, 회사는 감축 목표를 달성하기 위해 기후변화에 대한 대응전략을 수립하고, 이를 적극적으로 추진해야 한다.2) 감축목표 이행을 위해 어떤 노력을 하고 있는지 설명하는 것은 기후변화 대응목표를 달성하기 위한 과정이다. 회사는 감축목표를 달성하기 위해 다양한 감축전략을 시행하고 있으며, 그 성과와 향후 계획을 제시해야 한다. 감축목표 이행을 위해"
low_grounding:0.000,"한온시스템 2023년 지표및목표(MT-1)에 대해 모든 섹터에 대한 지침 조직은 표1에서 설명한 바와 같이 기후변화 관련 위험과 기회를 측정하고 관리하는데 사용하는 주요 지표와 표2에서 설명한 기후변화 관련 산업 전반의 지표 범주별 부합되는 지표를 제시해야 한다. 조직은 해당되고 적용가능한 경우, 물, 에너지, 토지 이용 및 폐기물 관리와 관련된 기후변화 관련 위험에 대한 지표를 포함시킬 것을 고려해야 한 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.",(2021년 7월 17일에 확인함)한온시스템은 ESG에 관한 공시를 하고 있지 않다. 한온시스템은 ESG에 대한 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를 공시하고 있지 않다. 한온시스템은 ESG와 관련된 정보를
low_ko_ratio,"한온시스템 2023년 지표및목표(MT-2)에 대해 모든 섹터에 대한 지침 조직은 Scope 1, Scope 2 GHG 배출량, 그리고 해당되는 경우, Scope 3 GHG 배출량 및 관련 위험을 제공해야 합니다. GHG 배출량은 GHG 프로토콜 방법론에 따라 계산되어 조직과 관할 구역에 걸쳐 집계 및 비교가 가능해야 합니다. 적절한 경우, 조직은 일반적으로 받아들여 지는 산업별 GHG 효율 비율을 제공하는 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","""자료 출처가 제공된 자료 기준으로 확인되지 않습니다.""라는 답변이 있었습니다. 한온시스템은 앞으로도 온실가스 인벤토리 구축을 위한 노력을 계속할 것이며, 관련 내용이 궁금한 기업의 많은 문의 부탁드립니다. ------------------------------------------------1) ISO 14001:2005) ISO 4500:2009) ISO 14001:2014) ISO 4500:2016) ISO 4500:2017) ISO 4500:2018) ISO 4500:2019) ISO 4500:2020) ISO 4500:2021) ISO 4500:2022) ISO 4500:2023) ISO 4500:2024) ISO 4500:2025) ISO 4500:2026) ISO 4500:2027) ISO 4500:2028) ISO 4500:2029) ISO 4500:2030) ISO 4500:2031) ISO 4500:2032) ISO 4500:2033) ISO 4500:2034) ISO 4500:2035) ISO 4500:2036) ISO 4500:2037) ISO 4500:2038) ISO 4500:2039) ISO 4500:2040) ISO 4500:2041) ISO 4500:2042) ISO 4500:2043) ISO 4500:2044) ISO 4500:2045) ISO"
low_grounding:0.000,"한온시스템 2023년 지표및목표(MT-3)에 대해 전 부문 대상 지침 조직은 표2의 기후변화 관련 산업 전반의 지표 범주에 따라, 그리고 해당되는 경우 예상되는 규제요건 혹은 시장의 제약조건 혹은 기타 목표에 따라, 온실가스 배출량, 물 사용량, 에너지 사용량 등과 같은 주요 기후변화 관련 목표를 설명해야 한다. 기타 목표에는 효율성 또는 재무적 목표, 재무적 손실 허용치, 전체 제품 라이프사이클 전반에서 관점에서 요약해 주세요. 반드시 페이지 인용을 포함하세요.","본 보고서는 2021년 지속가능경영보고서로 한국거래소가 발표하는 유가증권시장 상장기업들의 지속경영 보고서를 번역한 것입니다. 번역된 보고서의 내용은 당사의 견해가 아니며, 외부감사인의 감사결과에 따라 실제 내용과 차이가 있을 수 있습니다."
